Shelter,Animal ID#,Intake Date,Intake Type,Intake Condition,Animal Type,Group,Breed 1,Breed 2
E VALLEY,A1221677,6/12/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221678,6/12/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221710,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221711,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221755,6/12/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221771,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1186144,2/1/11,DISASTER,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1186290,2/2/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1186755,2/3/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1186756,2/3/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1219599,6/5/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219688,6/6/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219735,6/6/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219763,6/6/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219782,6/6/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219792,6/6/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219794,6/6/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219867,6/6/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219870,6/6/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221547,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221553,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221563,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221608,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221638,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221661,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221668,6/12/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221670,6/12/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221705,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221731,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1054481,7/29/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1186840,2/4/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1187019,2/4/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1063200,4/25/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1063588,12/22/13,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1077490,8/26/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1077490,7/29/13,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184045,1/22/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184252,1/23/11,STRAY,DEAD,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1184253,1/23/11,STRAY,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184380,1/24/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184614,1/25/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1184730,1/25/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1057117,4/5/12,POS OWNER,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1067172,5/5/11,POS OWNER,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1068383,12/13/11,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221832,6/13/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221852,6/13/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221886,6/13/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221928,6/13/11,STRAY,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1221954,6/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222008,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222011,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185207,1/27/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1185472,1/28/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1185520,1/28/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1221901,6/13/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1221988,11/6/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221988,6/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222000,6/13/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222013,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185667,1/29/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185669,1/29/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1185670,1/29/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1185712,1/30/11,STRAY,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185724,1/30/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1219986,7/5/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1219986,6/7/11,POS OWNER,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222094,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222109,6/14/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1222133,6/14/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222168,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222321,6/14/11,EVIDENCE,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220187,6/7/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220189,6/7/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220204,6/7/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1182587,1/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1182593,1/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1182610,1/17/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1182974,1/18/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1183247,1/19/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1183333,1/20/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1183610,1/20/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1220186,6/7/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220243,6/7/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220273,6/7/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220278,6/7/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220415,6/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220492,6/8/11,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1220495,6/8/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,DOMESTIC SH
E VALLEY,A1220576,6/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220642,6/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220664,6/8/11,OWNER SUR,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220703,6/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220902,6/9/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220929,6/9/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220930,6/9/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221005,6/9/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1221031,6/9/11,STRAY,LITTER,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1221036,6/9/11,STRAY,LITTER,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1221046,6/9/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1221065,6/9/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221067,6/9/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221070,6/9/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221109,6/9/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222112,6/14/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1222123,6/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222124,6/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222126,6/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222126,6/20/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222142,6/14/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222227,6/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222364,6/14/11,STRAY,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1222365,6/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222468,6/15/11,STRAY,ALIVE,CAT,SHORTHAIR,ABYSSINIAN,MIX
E VALLEY,A1222486,6/15/11,OWNER SUR,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1222534,6/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184022,1/22/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184079,1/22/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184094,1/22/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222568,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222572,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222582,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1222583,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1222585,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1222677,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222678,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222722,6/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221256,6/10/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221263,6/10/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1221268,6/10/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221285,6/10/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221287,6/10/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221300,6/10/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221354,6/10/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221368,6/10/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221423,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221423,6/18/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221476,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221487,6/11/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221534,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221584,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221584,7/4/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221586,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221601,6/11/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221612,6/11/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221618,6/11/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1221626,6/11/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1221642,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185737,1/30/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1223098,6/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1223127,6/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1223201,6/17/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1186522,2/2/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1186527,2/2/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1186539,2/3/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221647,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187217,2/6/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187471,2/7/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187582,2/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187620,2/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222461,6/15/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,MAINE COON,
E VALLEY,A1222497,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1222668,6/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222735,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222736,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,SNOWSHOE,
E VALLEY,A1222737,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,SNOWSHOE,
E VALLEY,A1221671,6/12/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221707,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221709,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221770,6/12/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221777,6/12/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221835,6/13/11,STRAY,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1221851,6/13/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1221935,6/13/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222810,6/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222811,6/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222857,6/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222922,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222923,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222925,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222965,6/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222977,6/16/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1222978,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222982,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222983,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222985,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1223092,6/17/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1223118,6/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1223120,6/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1223122,6/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222005,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222015,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222093,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222108,6/14/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1222111,6/14/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1222118,6/14/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222125,6/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222368,6/14/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1186293,2/2/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1186423,2/2/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1186506,2/2/11,DISASTER,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1186597,2/3/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1186754,2/3/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1072034,11/5/12,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222471,6/15/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1222512,6/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222528,6/15/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1222580,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1222587,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222589,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222648,6/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222658,6/15/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222674,6/15/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222683,6/15/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222733,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222744,6/16/11,STRAY,ALIVE,CAT,SHORTHAIR,SIAMESE,
E VALLEY,A1222814,6/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222816,6/16/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1222962,6/16/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1223018,6/17/11,STRAY,ALIVE,CAT,SHORTHAIR,AMER SH,MIX
E VALLEY,A1223095,6/17/11,STRAY,< 8 WEEKS,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1223097,6/17/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1223126,6/17/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187042,2/5/11,STRAY,< 8 WEEKS,CAT,SHORTHAIR,AMER SH,
E VALLEY,A1187049,2/5/11,STRAY,ALIVE,CAT,LONGHAIR,NORWGN FOREST,
E VALLEY,A1187162,2/5/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187210,2/5/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187227,2/6/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187298,2/6/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1187371,2/7/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184243,1/23/11,STRAY,DEAD,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184305,1/24/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184409,1/24/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1184615,1/25/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1184747,1/26/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1185029,1/26/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185542,1/29/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185542,2/4/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185701,1/30/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1185723,1/30/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC LH,
E VALLEY,A1185736,1/30/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185738,1/30/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185746,1/30/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185934,1/31/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1185946,1/31/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220299,6/7/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220568,6/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220574,6/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220657,6/8/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220665,6/8/11,STRAY,ALIVE,CAT,LONGHAIR,DOMESTIC MH,
E VALLEY,A1220679,6/8/11,OWNER SUR,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220684,6/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220695,6/8/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220813,6/9/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220816,6/9/11,STRAY,ALIVE,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220897,6/9/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
E VALLEY,A1220903,6/9/11,STRAY,LITTER,CAT,SHORTHAIR,DOMESTIC SH,
